EmployeeID,Department,JobRole,Age,MonthlyIncome,AttritionProbability,RiskLevel,EngagementScore,PerformanceRating,WorkLifeBalanceScore,SkillGaps,GapCount,UpskillingRecommendation,TopRiskDrivers
134,Research & Development,Research Scientist,32,2956,0.0894,LOW,100,3,3,"3D graphics software, Ada, Advanced numerical software, Algorithmic software, Amazon DynamoDB, Critical Thinking, Reading Comprehension",7,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"YearsWithCurrManager, StockOptionLevel, TotalWorkingYears"
137,Research & Development,Laboratory Technician,20,2926,0.946,HIGH,100,3,3,"Critical Thinking, Database software, Email software, Laboratory information management system LIMS, Reading Comprehension, Science, Writing",7,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"OverTime_No, Age, YearsWithCurrManager"
138,Research & Development,Research Scientist,34,4809,0.0498,LOW,100,3,3,"3D graphics software, Active Learning, Algorithmic software, Amazon DynamoDB",4,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"StockOptionLevel, EnvironmentSatisfaction, DailyRate"
139,Research & Development,Healthcare Representative,37,5163,0.0168,LOW,100,3,4,"3DGrid HIPAA Checkup, AcuStaf, American Medical Association CodeManager, Critical Thinking, Monitoring, Reading Comprehension",6,Recommended: Advanced Certification in 3DGrid HIPAA Checkup (Addresses critical gap: 3DGrid HIPAA Checkup),"YearsWithCurrManager, NumCompaniesWorked, JobRole_Research Scientist"
140,Human Resources,Manager,59,18844,0.0062,LOW,100,4,3,"ADP Workforce Now, Adobe Creative Cloud software, Critical Thinking",3,Recommended: Advanced Certification in ADP Workforce Now (Addresses critical gap: ADP Workforce Now),"NumCompaniesWorked, Department_Research & Development, EducationField_Human Resources"
141,Research & Development,Research Director,50,18172,0.1083,LOW,81,3,2,"Active Listening, Adobe Acrobat, ESRI ArcGIS software",3,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"OverTime_No, TotalSatisfactionScore, StockOptionLevel"
142,Sales,Sales Executive,25,5744,0.8498,HIGH,100,3,3,"Apple Keynote, Speaking",2,Recommended: Advanced Certification in Apple Keynote (Addresses critical gap: Apple Keynote),"OverTime_No, MonthlyRate, Age"
143,Research & Development,Research Scientist,25,2889,0.0452,LOW,100,3,3,"3D graphics software, Amazon Elastic Compute Cloud EC2, Critical Thinking, Mathematics",4,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"Age, PercentSalaryHike, MonthlyRate"
144,Research & Development,Laboratory Technician,22,2871,0.5707,MEDIUM,100,3,3,"C++, Database software, Email software, Linux, Monitoring, Science",6,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"YearsWithCurrManager, TotalWorkingYears, Age"
145,Research & Development,Healthcare Representative,51,7484,0.0709,LOW,60,4,2,"Adobe Acrobat, Critical Thinking, Speaking",3,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"TotalSatisfactionScore, StockOptionLevel, YearsSinceLastPromotion"
147,Research & Development,Laboratory Technician,34,6074,0.9216,HIGH,94,4,3,"Critical Thinking, Science",2,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"JobInvolvement, OverTime_No, EnvironmentSatisfaction"
148,Human Resources,Manager,54,17328,0.1086,LOW,100,3,3,Adobe Photoshop,1,Recommended: Advanced Certification in Adobe Photoshop (Addresses critical gap: Adobe Photoshop),"OverTime_No, DistanceFromHome, StockOptionLevel"
150,Research & Development,Laboratory Technician,24,2774,0.0511,LOW,100,3,3,"Database software, Email software",2,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"Age, JobRole_Laboratory Technician, DistanceFromHome"
151,Research & Development,Research Scientist,34,4505,0.05,LOW,100,3,3,"Active Learning, Active Listening, Amazon DynamoDB, Critical Thinking, Mathematics, Reading Comprehension",6,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"YearsWithCurrManager, NumCompaniesWorked, YearsAtCompany"
152,Sales,Sales Executive,37,7428,0.1264,LOW,100,3,3,Apple Keynote,1,Recommended: Advanced Certification in Apple Keynote (Addresses critical gap: Apple Keynote),"StockOptionLevel, RelationshipSatisfaction, Department_Research & Development"
153,Research & Development,Manager,34,11631,0.0135,LOW,100,3,3,Critical Thinking,1,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"StockOptionLevel, JobSatisfaction, YearsSinceLastPromotion"
154,Sales,Sales Executive,36,9738,0.0628,LOW,100,3,3,"Airtable, Apple Keynote",2,Recommended: Advanced Certification in Airtable (Addresses critical gap: Airtable),"BusinessTravel_Travel_Frequently, JobRole_Sales Executive, DistanceFromHome"
155,Research & Development,Laboratory Technician,36,2835,0.1001,LOW,100,4,3,"Critical Thinking, Laboratory information management system LIMS, Monitoring, Writing",4,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"YearsWithCurrManager, NumCompaniesWorked, TotalSatisfactionScore"
158,Sales,Manager,43,16959,0.0218,LOW,100,3,4,"ADP Workforce Now, ActionWare",2,Recommended: Advanced Certification in ADP Workforce Now (Addresses critical gap: ADP Workforce Now),"OverTime_No, DistanceFromHome, DailyRate"
159,Research & Development,Research Scientist,30,2613,0.1195,LOW,98,4,2,"3D graphics software, Algorithmic software",2,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"JobInvolvement, EnvironmentSatisfaction, BusinessTravel_Travel_Frequently"
160,Sales,Sales Executive,33,6146,0.0283,LOW,100,3,4,"Act!, Critical Thinking",2,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"DistanceFromHome, TotalSatisfactionScore, RelationshipSatisfaction"
161,Research & Development,Research Scientist,56,4963,0.2588,LOW,82,3,3,"3D graphics software, Ada, Algorithmic software, Mathematics",4,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"OverTime_No, TotalSatisfactionScore, NumCompaniesWorked"
162,Research & Development,Research Director,51,19537,0.0464,LOW,97,3,3,Clinical trial management software,1,Recommended: Advanced Certification in Clinical trial management software (Addresses critical gap: Clinical trial management software),"NumCompaniesWorked, YearsSinceLastPromotion, StockOptionLevel"
163,Sales,Sales Executive,31,6172,0.9351,HIGH,85,3,2,"Act!, Active Listening, Airtable",3,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"JobInvolvement, OverTime_No, StockOptionLevel"
164,Research & Development,Research Scientist,26,2368,0.063,LOW,100,3,2,"Active Learning, Active Listening, Advanced numerical software, Amazon Elastic Compute Cloud EC2, Reading Comprehension",5,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"MonthlyIncome, StockOptionLevel, Age"
165,Research & Development,Healthcare Representative,58,10312,0.0652,LOW,100,3,2,Reading Comprehension,1,Recommended: Information Synthesis and Rapid Document Analysis (Addresses critical gap: Reading Comprehension),"YearsSinceLastPromotion, DistanceFromHome, PromotionLagRatio"
167,Sales,Sales Representative,19,1675,0.9855,HIGH,100,3,2,"Adobe Acrobat, Adobe Creative Cloud software, Adobe Dreamweaver, Adobe Illustrator, Speaking, Writing",6,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"MonthlyIncome, OverTime_No, YearsWithCurrManager"
169,Research & Development,Laboratory Technician,22,2523,0.0345,LOW,100,3,3,"Database software, Email software, Laboratory information management system LIMS, Microsoft Access, Reading Comprehension",5,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"Age, JobRole_Laboratory Technician, MonthlyIncome"
170,Research & Development,Manufacturing Director,49,6567,0.1418,LOW,83,3,2,"Adobe Photoshop, Monitoring, Reading Comprehension, Speaking",4,Recommended: Advanced Certification in Adobe Photoshop (Addresses critical gap: Adobe Photoshop),"TotalSatisfactionScore, StockOptionLevel, DistanceFromHome"
171,Research & Development,Research Scientist,43,4739,0.0934,LOW,100,3,3,"Active Learning, Ada, Advanced numerical software, Amazon Elastic Compute Cloud EC2, Mathematics, Reading Comprehension",6,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"BusinessTravel_Travel_Frequently, StockOptionLevel, DistanceFromHome"
174,Sales,Sales Executive,50,9208,0.0374,LOW,100,3,3,"Adobe Creative Cloud software, Airtable, Apple Keynote, Critical Thinking",4,Recommended: Advanced Certification in Adobe Creative Cloud software (Addresses critical gap: Adobe Creative Cloud software),"DistanceFromHome, BusinessTravel_Travel_Frequently, JobRole_Sales Executive"
175,Sales,Sales Executive,31,4559,0.5402,MEDIUM,92,3,3,"Adobe Acrobat, Apple Keynote, Critical Thinking, Monitoring",4,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"OverTime_No, JobInvolvement, Age"
176,Sales,Sales Executive,41,8189,0.146,LOW,100,3,3,Reading Comprehension,1,Recommended: Information Synthesis and Rapid Document Analysis (Addresses critical gap: Reading Comprehension),"OverTime_No, JobRole_Sales Executive, Department_Research & Development"
177,Human Resources,Human Resources,26,2942,0.0824,LOW,100,4,3,"Active Listening, Reading Comprehension, Writing",3,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"YearsSinceLastPromotion, Age, DistanceFromHome"
178,Research & Development,Manufacturing Director,36,4941,0.0361,LOW,100,4,3,"Adobe Acrobat, Apple Final Cut Pro, Critical Thinking, Monitoring",4,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"NumCompaniesWorked, TrainingTimesLastYear, JobRole_Research Scientist"
179,Research & Development,Manufacturing Director,51,10650,0.0475,LOW,100,3,3,"ABB Optimize IT Predict & Control, Adobe Acrobat, Critical Thinking, Speaking",4,Recommended: Advanced Certification in ABB Optimize IT Predict & Control (Addresses critical gap: ABB Optimize IT Predict & Control),"JobInvolvement, EnvironmentSatisfaction, StockOptionLevel"
182,Sales,Sales Executive,39,5902,0.0142,LOW,100,3,4,"Adobe ActionScript, Adobe Creative Cloud software",2,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"YearsSinceLastPromotion, NumCompaniesWorked, WorkLifeBalance"
183,Sales,Sales Executive,25,8639,0.2574,LOW,100,3,3,"Act!, Active Listening, Adobe ActionScript, Airtable, Critical Thinking, Reading Comprehension",6,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"StockOptionLevel, DistanceFromHome, Age"
184,Human Resources,Human Resources,30,6347,0.0581,LOW,100,3,1,Adobe Human Capital Application Solution Accelerator,1,Recommended: Advanced Certification in Adobe Human Capital Application Solution Accelerator (Addresses critical gap: Adobe Human Capital Application Solution Accelerator),"StockOptionLevel, OverTime_No, Department_Research & Development"
190,Research & Development,Laboratory Technician,32,4200,0.9152,HIGH,66,4,4,"C++, Database software, Email software, Linux, Microsoft Access",5,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"TotalSatisfactionScore, StockOptionLevel, NumCompaniesWorked"
192,Research & Development,Research Scientist,45,3452,0.0782,LOW,100,3,2,Amazon Elastic Compute Cloud EC2,1,Recommended: Advanced Certification in Amazon Elastic Compute Cloud EC2 (Addresses critical gap: Amazon Elastic Compute Cloud EC2),"StockOptionLevel, NumCompaniesWorked, DistanceFromHome"
193,Research & Development,Research Scientist,38,4317,0.0701,LOW,100,4,3,"Active Learning, Algorithmic software, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Critical Thinking",5,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"OverTime_No, StockOptionLevel, DailyRate"
194,Research & Development,Research Scientist,30,2632,0.0769,LOW,95,3,2,"Active Learning, Active Listening, Algorithmic software, Critical Thinking, Reading Comprehension",5,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"StockOptionLevel, EnvironmentSatisfaction, TotalSatisfactionScore"
195,Sales,Sales Executive,32,4668,0.0581,LOW,100,3,4,"Adobe ActionScript, Monitoring",2,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"JobInvolvement, BusinessTravel_Travel_Frequently, Department_Research & Development"
197,Research & Development,Research Scientist,30,3204,0.0557,LOW,100,3,3,"Active Learning, Active Listening, Advanced numerical software, Critical Thinking, Mathematics, Reading Comprehension",6,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"NumCompaniesWorked, Age, EducationField_Technical Degree"
198,Research & Development,Laboratory Technician,30,2720,0.0486,LOW,100,3,3,"Critical Thinking, Database software, Laboratory information management system LIMS, Linux, Science",5,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"StockOptionLevel, Age, JobRole_Laboratory Technician"
199,Research & Development,Manager,41,17181,0.0543,LOW,82,3,2,"Act!, Adobe Acrobat, Critical Thinking",3,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"BusinessTravel_Travel_Frequently, TotalSatisfactionScore, YearsSinceLastPromotion"
200,Research & Development,Laboratory Technician,41,2238,0.1771,LOW,100,4,3,"C++, Critical Thinking, Email software, Monitoring, Science",5,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"MonthlyIncome, JobRole_Laboratory Technician, DistanceFromHome"
201,Research & Development,Laboratory Technician,19,1483,0.5726,MEDIUM,100,3,3,"C++, Email software, Microsoft Access, Reading Comprehension, Science",5,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"YearsWithCurrManager, TotalWorkingYears, MonthlyIncome"
202,Research & Development,Research Scientist,40,5605,0.0114,LOW,91,3,3,Amazon Elastic Compute Cloud EC2,1,Recommended: Advanced Certification in Amazon Elastic Compute Cloud EC2 (Addresses critical gap: Amazon Elastic Compute Cloud EC2),"TotalSatisfactionScore, BusinessTravel_Travel_Frequently, DistanceFromHome"
204,Sales,Sales Executive,35,7295,0.1542,LOW,100,3,3,Adobe Creative Cloud software,1,Recommended: Advanced Certification in Adobe Creative Cloud software (Addresses critical gap: Adobe Creative Cloud software),"TotalSatisfactionScore, ExperienceRatio, RelationshipSatisfaction"
